"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"13153274965","","","","","2010-04-30 22:15:40 +0000","web","Seattle! Rat City Rollergirls game tomorrow, May 1st! Check out the commercial: http://www.youtube.com/watch?v=dcZvj2k8Ia0&feature=youtu.be"
"13030981439","","","","","2010-04-28 22:06:41 +0000","web","Google suggests awesome to-do list http://www.flickr.com/photos/lisaphillips/4561746204/"
"13028409252","","","","","2010-04-28 21:08:14 +0000","web","Living between 2 cities is starting to become more confusing. Can't wait for my telecommuting robot!"
"12906062468","","","","","2010-04-26 21:38:39 +0000","web","When I answered in English to the Spanish speaking janitor, she apologized and told me I had a ""Latin"" face. Thankfully I'm in California!"
"12900572466","","","","","2010-04-26 19:36:50 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Had a dude straight up reading my screen the whole ride from SEA...Skymall should include plane etiquette guide"
"12891984761","","","","","2010-04-26 16:27:08 +0000","web","Once I was asked by police in Tokyo for my papers,which I left in the hotel. I was distracted by DC outage,no time to worry about profiling."
"12790853410","","","","","2010-04-25 00:05:59 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","What does an illegal immigrant look like in Arizona? In Washington?"
"12717790410","","","12717773663","115485051","2010-04-23 18:34:10 +0000","web","RT @ConanOBrien: I'm sending a tweet from inside Twitter HQ. I'll bet those hot girls in high school wish they had slept with me now."
"12716858476","","","","","2010-04-23 18:13:54 +0000","web","Watching @conanobrien at the Twoffice! ""I don't know if you have questions for me or... sing some songs"""
"12714816390","","","","","2010-04-23 17:31:14 +0000","web","From someone I worked with back in the LJ/6A days ""It seems like your addicted to growth"" That's a very firm yes!"
"12712149719","","","","","2010-04-23 16:39:05 +0000","web","Starting pay for Disneyworld ""cast mates"" is $7.45 per hour AND no piercings.  http://tinyurl.com/nothappiest"
"12599236210","","","12597914544","34694305","2010-04-21 21:37:35 +0000","web","RT @mioposto: RT @columbiacity: Dine at @mioposto between 6:30-9pm 4/28; 50% sales will go to help Columbia City Cinema. Hey, that's 6:3 ..."
"12586587645","","","","","2010-04-21 16:49:07 +0000","web","I guess it is a Bonnie Tyler day?"
"12586291845","","","","","2010-04-21 16:42:53 +0000","web","How Twitter helped a stranded bone marrow courier get to the UK http://bit.ly/9Q4jTl"
"12527755273","","","12527201443","25778215","2010-04-20 17:22:23 +0000","web","RT @mverr: ""That's the thing about twitter that just knocks my socks off: it touches on the core goodness of people""   @anncurry"
"12527254704","","","","","2010-04-20 17:11:23 +0000","web","6 months after we got our Rancilio Silvia espresso machine, I finally made myself a more-than-decent soy latte.  Yum!"
"12526142657","","","","","2010-04-20 16:47:49 +0000","web","I'm not the only Twitter employee commuting between SF and the Pac NW: http://tinyurl.com/pacnwcommuter"
"12431711077","","","","","2010-04-19 02:12:18 +0000","web","Surprised I'm just now hearing about United States of Tara ""the life of a suburban housewife with dissociative identity disorder"""
"12358170812","","","","","2010-04-17 19:45:11 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Footie!"
"12306351405","","","","","2010-04-16 21:51:11 +0000","web","Project management + ops experience? Come work at Twitter! http://twitter.com/job.html?jvi=ok3fVfwh,Job #jointheflock"
"12302905564","","","","","2010-04-16 20:28:43 +0000","web","Favorite birthday gift = Tortilla Lime + Salt milk chocolate from @bizwank. I'm thinking it should go with a sipping tequila...."
"12287150711","","","","","2010-04-16 14:56:26 +0000","web","Thanks to @mikelimondba for sending his database server requirements in iambic pentameter, easy to remember and makes me smile #jointheflock"
"12237162517","","","","","2010-04-15 18:21:48 +0000","web","Lobster tail for lunch!"
"12229266964","","","12227108073","13","2010-04-15 15:33:51 +0000","web","RT @biz: Help @roomtoread fill a new kid's library?every RT equals a book!"
"12175496860","","59205072","","","2010-04-14 17:45:26 +0000","web","@audiokitten: Yes, I'm a woman and in Technical Operations Management. We exist! This year I intend to start speaking at more conferences."
"12173848811","","","","","2010-04-14 17:08:16 +0000","web","Help me choose a conference idea to submit (to Linux Foundation): Operations Management, Capacity Planning, Being a Woman in Tech or Fail?"
"12170926405","","5504","","","2010-04-14 16:06:29 +0000","web","@capndesign - Happy birthday back at you! April 14th birthdays are obvs the best."
"12082614596","","","","","2010-04-13 03:03:07 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Phx -&gt; sea .... home sweet home!"
"12060316113","","","","","2010-04-12 18:47:04 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Most helpful person in the last 3 weeks of flights was USAir front desk agent...internet and phone lost this round."
"11924292907","","","","","2010-04-10 06:11:26 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Tucson is my sideways flash"
"11801907716","","","","","2010-04-08 02:46:38 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","I can judge the frequency of my plane trips by the collection of trashy mags in my bag"
"11790121515","","","","","2010-04-07 22:30:30 +0000","web","Chips and salsa at work almost makes up for the loss of dried chili mangoes."
"11715931655","","","11715631191","15242006","2010-04-06 20:03:01 +0000","<a href=""http://dev.twitter.com/"" rel=""nofollow"">API</a>","RT @RCRG: Check out RCRG in action April 10th at KeyArena DLF vs Grave Danger, Throttle Rockets vs Sockit Wenches"
"11504609888","","","11502315154","13378422","2010-04-02 22:57:59 +0000","web","RT @allspaw: I think I'm in love with pigz: http://www.kitchensoap.com/2010/04/02/pigz-parallel-gzip-omg/"
"11491990428","","","","","2010-04-02 17:34:46 +0000","web","Happy Birthday to my big brother Kevin! @xevinx"
