"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"274769645280579584","274769073169117184","13046","","","2012-12-01 06:59:23 +0000","web","@Mickipedia Keep hoping I can get away with a summary..."
"274767670698708992","274707240064278528","13174","","","2012-12-01 06:51:32 +0000","web","@aa @nataliepo @djacobs Showtime can't afford us."
"274698725761372162","274698345363161089","4711","","","2012-12-01 02:17:34 +0000","web","@sippey This isn't related to @iano's tweet about Simpson's porn is it?"
"274697076863029249","274696434618613760","774842","","","2012-12-01 02:11:01 +0000","web","@djacobs @nataliepo I agree with both of you. She can't even act her poorly written lines!"
"274696734133850112","274695941267783681","774842","","","2012-12-01 02:09:39 +0000","web","@djacobs @nataliepo Men use their power to perpetuate evil. Women have the answer, aren't heard. Everyone is insane. Getting repetitive."
"274695819402285058","274683866395070465","774842","","","2012-12-01 02:06:01 +0000","web","@djacobs I will concede that Brody's wife is one of the most poorly written characters I've seen in awhile."
"274695563474268161","274694985570476032","774842","","","2012-12-01 02:05:00 +0000","web","@djacobs @nataliepo Yeah, by a bunch of dumb men who wouldn't believe her because she was exposed for liking sex. But that's obvious?"
"274694792213037058","274693360881639424","774842","","","2012-12-01 02:01:56 +0000","web","@djacobs @nataliepo But (spoilers) she is always right? Feels like more the mad genius tale to me. I could be biased ..."
"274694041256464384","274693360881639424","774842","","","2012-12-01 01:58:57 +0000","web","@djacobs @nataliepo Is Brody?"
"274693940052107264","274692844260823040","5744892","","","2012-12-01 01:58:33 +0000","web","@nataliepo @sarahsosiak @djacobs The male characters are equally as whack. And PTSD terrorists."
"274693055976726528","274692784433291266","774842","","","2012-12-01 01:55:02 +0000","web","@djacobs As a child of someone who is that bi-polar, I'd say that's just about right. Imagine that was your every day!"
"274692242701185024","274683866395070465","774842","","","2012-12-01 01:51:48 +0000","web","@djacobs The military focus also makes me lower the bar on my expectations for fair gender play."
"274691851892715520","274683866395070465","774842","","","2012-12-01 01:50:15 +0000","web","@djacobs I'm distracted by Homeland's decent portrayal of functioning bi-polar disorder - usually only seen as homeless or in prison."
"274688199585054720","","","","","2012-12-01 01:35:44 +0000","web","Just checked, and I'm still holding at 1.5 Smiths songs limit."
"274679739829059584","274673331834322944","512562844","","","2012-12-01 01:02:07 +0000","web","@sharonw I have all of that. I also have 700+ friends so I doubt I'm who they have in mind for app design."
"274667243286179842","","","","","2012-12-01 00:12:28 +0000","web","I like this so much, I could steal and title ""Why I work for Twitter and not Facebook"" https://t.co/OY7MhDzG","https://medium.com/i-m-h-o/52a20d7a17de"
"274666107149889536","274653930477195264","7943892","","","2012-12-01 00:07:57 +0000","web","@ingopixel I can't bring myself to try it. Was it worth it?"
"274587808532930560","","","","","2012-11-30 18:56:49 +0000","web","""She was laughing so hard we could have lost her right then and there.? Bill Murray on Gilda Radner  http://t.co/oXIyDKLQ","http://huffpostcomedy.tumblr.com/post/15185215140/bill-murray-on-gilda-radner-gilda-got-married"
"274577491891474433","","","274377844497469440","7852612","2012-11-30 18:15:50 +0000","web","RT @isaach: did i mention that i'm still hiring for this position? ahem. http://t.co/zuiL4tmD","http://techcrunch.com/2012/09/03/twitter-data-editor/"
"274569564895981568","","","","","2012-11-30 17:44:20 +0000","web","??and how we?re probably all going to die?starving to death and tearing each other apart in some kind of wasteland."" http://t.co/iPyRPXwA","http://jamespoling.com/david-rees-humorist-political-cartoonist-and-professional-pencil-sharpener/"
"274561484850335744","274559078238392320","14180428","","","2012-11-30 17:12:13 +0000","web","@burninlover This was a city exploring vacation, not relaxing but invigorating! Picked up a damn cold though..."
"274558821702184960","","","","","2012-11-30 17:01:38 +0000","web","Back from vacation...what did I miss?"
"273800303579627520","","","","","2012-11-28 14:47:33 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Great thing about being in this time zone- catching tweets of my favorite Europeans (cc @stephanfaris)"
"273799659716227072","","","","","2012-11-28 14:45:00 +0000","<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>","Blood Velvet Cake at London Tower...because there aren't enough references to torture already. http://t.co/l5WIg1eC","http://instagr.am/p/Sk7V8ipZnD/"
"273553689891975169","","","","","2012-11-27 22:27:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Apparently Vodka is just bland Gin."
"273378499593637888","272478650279006210","15946760","","","2012-11-27 10:51:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Livestock same deal with cat vomit."
"273378323906826241","","","","","2012-11-27 10:50:46 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I wish ironing was this fun. http://t.co/Lvyfsx7r","http://twitter.com/lisaphillips/status/273378323906826241/photo/1"
"273189242635694080","","","","","2012-11-26 22:19:25 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Just saw @ioerror on tv network ""russia today"" from London hotel...decent coverage on wiki leaks, tsa and privacy."
"273063094845075459","","","","","2012-11-26 13:58:09 +0000","<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>","Drinks at a Charles Dickens Christmas http://t.co/vvL1MR8S","http://instagr.am/p/Sfsb86pZp2/"
"273044896796000258","","","","","2012-11-26 12:45:51 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""I feel like Picasso wasn't breast fed enough"" http://t.co/pv6Ow5wW","http://twitter.com/lisaphillips/status/273044896796000258/photo/1"
"272488632055627777","272354237403500544","779135","","","2012-11-24 23:55:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@sarahsosiak In London now. Just time to visit Christ Church and make Harry Potter jokes. Great town from what I saw..."
"272264849071931394","272256341685444609","375701585","","","2012-11-24 09:06:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@geekandgoddess Glad we got to meet in person!"
"272264616233549824","272242001414606848","30495974","","","2012-11-24 09:05:17 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@berkun Malmaison. Highly recommend!"
"272237598485917697","272237316330901504","166912586","","","2012-11-24 07:17:56 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@helenmoyes close!  A former prison..."
"272237280507351041","","","","","2012-11-24 07:16:40 +0000","<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>","Oxford is great. Our hotel was converted from a prison.  Eerie and fun! http://t.co/2MwCVbqF","http://instagr.am/p/SZ03WzJZiH/"
"272212012065488897","272204828883697664","8254262","","","2012-11-24 05:36:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@TomKro yes! Usually reserved for summer bbqs but making an exception for jet lag. Similar taste to sangria."
"272198574123659266","","","","","2012-11-24 04:42:51 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Did you just pour coca cola in to red wine?"" Impressing all the English with my mad caffeinated alcoholic beverage skills."
"272196813291941888","272196195328335872","5785502","","","2012-11-24 04:35:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@burr86 Weird thing is that is what my step-daughter calls me...and she doesn't email/txt. Somehow picked up nick name..."
"272195988582715392","","","","","2012-11-24 04:32:35 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iPhone auto corrects my name to ""Pickle"" which will be very embarrassing sometime soon."
"272194146394054657","272170780740169728","14995222","","","2012-11-24 04:25:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@dgr @twoffice make it peanut butter cap'n crunch and I'm sold"
"272127055821406209","272042209942069248","935472312","","","2012-11-23 23:58:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@a_m_y__r Glad you enjoyed!"
"272126370509881344","272045831031500800","5433","","","2012-11-23 23:55:57 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ian_winter happy to chat! Thanks for introducing yourself :)"
"272024594968375296","","","","","2012-11-23 17:11:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Great curation by @johnwards for interesting #ayb12 talks all day. I dig the concept and hope to see more. Thanks to White October!"
"272017152066863104","272016765352034304","5433","","","2012-11-23 16:41:57 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ian_winter of course! I've done PostgreSQL -&gt; MySQL but I hear I should give it a other try ;)"
"272016055709335552","","","","","2012-11-23 16:37:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Enjoyed talking briefly about MySQL at Twitter at #ayb12. Happy to talk in more detail - come find me!"
"272011595197063168","","","271833803754987520","19211467","2012-11-23 16:19:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @adferguson: looking for guides on being a good ally, particularly men allied with women in STEM fields; we're writing a 1 pager to d ..."
"272003029476179969","272001395878682624","13697","","","2012-11-23 15:45:50 +0000","web","@obeattie Glad you enjoyed!"
"272001336869019649","271995892083589121","26526123","","","2012-11-23 15:39:06 +0000","web","@ciderpunx That's billion, not million, rows."
"271931555746832384","271931093555490816","166912586","","","2012-11-23 11:01:49 +0000","web","@helenmoyes @tomwoolway @TwitterUK Good to know. Wouldn't want to miss you!"
"271919886995959808","271919408660746241","18903740","","","2012-11-23 10:15:27 +0000","web","@tomwoolway @TwitterUK Hoping to stop by! Will be in London until Thursday."
"271916913213448192","","","","","2012-11-23 10:03:39 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">Photos on iOS</a>","Hearing about all the other DBs before I talk about MySQL @twitter #ayb12. http://t.co/itIhawwh","http://twitter.com/lisaphillips/status/271916913213448192/photo/1"
"271668578607042560","","","271667164459720704","697893","2012-11-22 17:36:51 +0000","web","RT @bkeepers: Incredible former prison turned into a hotel for @aybconf http://t.co/xKa5LkDR","http://instagr.am/p/SVxwycmKSD/"
"271666952232128512","","","","","2012-11-22 17:30:23 +0000","web","Enjoying being in the UK today. ""Thanksgiving is the one with pumpkin pies, right?"""
"271666561125863424","271653327807315968","73288554","","","2012-11-22 17:28:50 +0000","web","@darnaut That's part of the charm of train service in the US. It's the journey, not the destination."
"271329571004108802","271329308721700864","22273667","","","2012-11-21 19:09:45 +0000","web","@sm @DanaDanger surprised nobody put on on notice for that one."
"271314742583390208","271312948193005568","821958","","","2012-11-21 18:10:50 +0000","web","@DanaDanger That has never happened to me. Someone would lose an eye."
"271133137491337216","271132548724310016","8315692","","","2012-11-21 06:09:12 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@GlennF @ginatrapani Privileged have luxury of buying unnecessary items - without judgement - 364 other days of year."
"271132540973244417","271127829662543872","821958","","","2012-11-21 06:06:50 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DanaDanger engage! http://t.co/T9RXNZme","http://twitter.com/lisaphillips/status/271132540973244417/photo/1"
"270261201332756482","270258657328001024","231704793","","","2012-11-18 20:24:26 +0000","web","@mazenra Congrats to all the players!"
