"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"127717002","","","","","2007-06-30 11:43:32 +0000","web","going to sleep, finally"
"126984222","","","","","2007-06-29 23:31:02 +0000","web","want NO_WRITE_TO_BINLOG  to work for alters in mysql"
"125059462","","","","","2007-06-28 19:15:36 +0000","web","my new tshirt idea: i'm over blogging this"
"112534672","","","","","2007-06-20 06:39:27 +0000","web","wikipedia saves the day again! http://tinyurl.com/y3lqq7"
"112479722","","","","","2007-06-20 05:46:14 +0000","web","looking up 6th anniversary gift: candy and wood!"
"108874662","","","","","2007-06-17 22:12:06 +0000","web","happy fathers day to all the dads out there"
"103249712","","","","","2007-06-13 17:51:18 +0000","web","I'd like to buy more hours for today."
"102387862","","","","","2007-06-13 04:16:39 +0000","web","tapas and sangria ftw"
"92378602","","","","","2007-06-05 20:31:50 +0000","web","twitter ate my homework"
"88962472","","","","","2007-06-03 07:20:56 +0000","web","arcade fire put on a great show"
"88442422","","","","","2007-06-02 19:43:56 +0000","web","@worst username ever, The Waitress or Spiderman 3"
"88432892","","","","","2007-06-02 19:30:52 +0000","web","looks like movie weather"
